caminho,titulo,wikilinks,relevancia,termos
0 - VAULT/2 NOTAS PERMANENTES/PERMANENTES/disclaimer chat gpt.md,disclaimer chat gpt,5,5,\bChatGPT\b; \bGPT\b; \b[iI]\.?[aA]\.?\b; \b[iI]nteligência [aA]rtificial\b; \bmetodologi[a]?\b
05-PROJETOS/mestrado-ufmt/JUSTIFICATIVAS - PRELIMINARES.md,Justificativas   Preliminares,5,5,\bChatGPT\b; \bClaude\b; \bGPT\b; \b[iI]\.?[aA]\.?\b; \bmetodologi[a]?\b
0 - VAULT/1 NOTAS LITERAIS/ANELO/AI expert Gary Marcus.md,AI expert Gary Marcus,4,5,\bChatGPT\b; \bGPT\b; \b[iI]\.?[aA]\.?\b; \b[iI]nteligência [aA]rtificial\b; \bmodelo[s]? de linguagem\b
0 - VAULT/1 NOTAS LITERAIS/ECCO/Algoritmos e Criatividade - ecco 2023.md,Algoritmos e *criatividade* - ecco 2023,4,5,\bChatGPT\b; \bGPT\b; \b[iI]\.?[aA]\.?\b; \b[iI]nteligência [aA]rtificial\b; \bmodelo[s]? de linguagem\b
0 - VAULT/1 NOTAS LITERAIS/Interesses de Pesquisa/The Space Of Possible Minds.md,The Space Of Possible Minds,4,5,\bChatGPT\b; \bGPT\b; \b[iI]\.?[aA]\.?\b; \bhíbrid[oa]s?\b; \bmodelo[s]? de linguagem\b
0 - VAULT/1 NOTAS LITERAIS/Interesses de Pesquisa/Duas reagras básicas (segundo a Resvista Nature).md,1 NOTAS LITERAIS / Interesses de Pesquisa – 060220232110,3,5,\bChatGPT\b; \bGPT\b; \bLLM\b; \b[iI]\.?[aA]\.?\b; \b[iI]nteligência [aA]rtificial\b
0 - VAULT/1 NOTAS LITERAIS/Interesses de Pesquisa/DUAS REGRAS BÁSICAS DA NATURE PARA USO DE CHATGPT.md,DUAS REGRAS BÁSICAS DA NATURE PARA USO DE CHATGPT,3,5,\bChatGPT\b; \bGPT\b; \bLLM\b; \b[iI]\.?[aA]\.?\b; \bmodelo[s]? de linguagem\b
0 - VAULT/2 NOTAS PERMANENTES/notas literais para processar/Como deveríamos estar usando IA nesse momento (pergunta).md,Como deveríamos estar usando IA nesse momento (pergunta),3,5,\bChatGPT\b; \bClaude\b; \bGPT\b; \b[iI]\.?[aA]\.?\b; \bprompt[s]?\b
0 - VAULT/2 NOTAS PERMANENTES/notas literais para processar/Como deveríamos estar usando IA nesse momento GPT 4 (zt).md,Como deveríamos estar usando IA nesse momento GPT 4 (zt),3,5,\bChatGPT\b; \bClaude\b; \bGPT\b; \b[iI]\.?[aA]\.?\b; \bprompt[s]?\b
04-RECURSOS/ferramentas-ia-avancadas/deep-research-metodologia/dr-sobre-pln.md,Análise Crítica das Analogias entre Inteligência Artificial e Cognição Humana na Linguística Computacional: Uma Abordagem Epistemológica,3,5,\bGPT\b; \b[iI]\.?[aA]\.?\b; \b[iI]nteligência [aA]rtificial\b; \bagent[es]?\b; \bmodelo[s]? de linguagem\b
03-REFLEXOES/desenvolvimento-pessoal/DIARIO/expandindo prompts para pensar como interdisciplina.md,expandindo prompts para pensar como interdisciplina,2,5,\bLLM\b; \b[iI]\.?[aA]\.?\b; \bagent[es]?\b; \bmetodologi[a]?\b; \bprompt[s]?\b
"03-REFLEXOES/desenvolvimento-pessoal/DIARIO/ITERAÇÃO 1 - analisando meu blog, o HBQ, com Claude.md",Análise Textual: Rascunhos Acadêmicos e Reflexões Metodológicas,2,5,\bClaude\b; \b[iI]\.?[aA]\.?\b; \bhíbrid[oa]s?\b; \bmetodologi[a]?\b; \bprompt[s]?\b
